path,scanner,dpi
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_6_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_70_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_71_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_72_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_73_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_74_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_75_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_76_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_77_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_78_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_79_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_7_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_80_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_81_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_82_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_83_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_84_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_85_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_86_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_87_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_88_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_89_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_8_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_90_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_91_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_92_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_93_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_94_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_95_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_96_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_97_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_98_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_99_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\150\s6_9_res_vis.png,EpsonV370-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_100_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_10_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_11_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_12_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_13_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_14_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_15_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_16_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_17_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_18_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_19_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_1_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_20_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_21_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_22_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_23_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_24_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_25_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_26_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_27_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_28_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_29_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_2_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_30_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_31_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_32_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_33_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_34_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_35_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_36_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_37_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_38_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_39_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_3_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_40_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_41_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_42_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_43_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_44_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_45_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_46_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_47_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_48_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_49_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_4_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_50_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_51_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_52_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_53_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_54_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_55_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_56_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_57_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_58_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_59_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_5_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_60_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_61_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_62_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_63_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_64_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_65_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_66_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_67_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_68_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_69_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_6_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_70_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_71_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_72_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_73_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_74_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_75_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_76_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_77_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_78_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_79_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_7_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_80_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_81_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_82_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_83_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_84_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_85_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_86_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_87_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_88_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_89_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_8_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_90_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_91_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_92_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_93_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_94_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_95_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_96_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_97_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_98_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_99_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-1\300\s6_9_res_vis.png,EpsonV370-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_100_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_10_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_11_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_12_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_13_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_14_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_15_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_16_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_17_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_18_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_19_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_1_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_20_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_21_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_22_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_23_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_24_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_25_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_26_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_27_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_28_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_29_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_2_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_30_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_31_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_32_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_33_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_34_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_35_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_36_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_37_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_38_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_39_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_3_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_40_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_41_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_42_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_43_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_44_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_45_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_46_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_47_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_48_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_49_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_4_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_50_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_51_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_52_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_53_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_54_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_55_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_56_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_57_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_58_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_59_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_5_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_60_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_61_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_62_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_63_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_64_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_65_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_66_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_67_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_68_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_69_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_6_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_70_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_71_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_72_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_73_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_74_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_75_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_76_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_77_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_78_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_79_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_7_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_80_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_81_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_82_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_83_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_84_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_85_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_86_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_87_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_88_res_vis.png,EpsonV370-2,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\EpsonV370-2\150\s7_89_res_vis.png,EpsonV370-2,150
